timestamp,SpO2,pulse_rate
2025-02-26 17:01:00,96.8,83
2025-02-26 17:02:00,95.7,82
2025-02-26 17:03:00,95.6,86
2025-02-26 17:04:00,98.0,76
2025-02-26 17:05:00,95.0,86
2025-02-26 17:06:00,92.2,93
2025-02-26 17:07:00,89.5,96
2025-02-26 17:08:00,86.8,102
2025-02-26 17:09:00,84.0,106
2025-02-26 17:10:00,97.4,81
2025-02-26 17:11:00,98.8,86
2025-02-26 17:12:00,97.0,89
2025-02-26 17:13:00,98.9,87
2025-02-26 17:14:00,93.9,76
2025-02-26 17:15:00,98.0,80
2025-02-26 17:16:00,97.1,88
2025-02-26 17:17:00,96.6,81
2025-02-26 17:18:00,97.1,83
2025-02-26 17:19:00,94.6,84
2025-02-26 17:20:00,96.7,78
2025-02-26 17:21:00,97.4,77
2025-02-26 17:22:00,98.8,66
2025-02-26 17:23:00,96.4,81
2025-02-26 17:24:00,96.0,84
2025-02-26 17:25:00,96.4,77
2025-02-26 17:26:00,98.1,90
2025-02-26 17:27:00,97.4,77
2025-02-26 17:28:00,96.4,86
2025-02-26 17:29:00,97.6,85
2025-02-26 17:30:00,95.0,84
2025-02-26 17:31:00,96.3,90
2025-02-26 17:32:00,97.3,78
2025-02-26 17:33:00,97.9,84
2025-02-26 17:34:00,98.0,84
2025-02-26 17:35:00,97.5,80
2025-02-26 17:36:00,96.5,80
2025-02-26 17:37:00,95.3,78
2025-02-26 17:38:00,94.0,84
2025-02-26 17:39:00,92.9,88
2025-02-26 17:40:00,92.2,80
2025-02-26 17:41:00,92.0,87
2025-02-26 17:42:00,92.3,92
2025-02-26 17:43:00,93.2,86
2025-02-26 17:44:00,94.4,100
2025-02-26 17:45:00,95.6,87
2025-02-26 17:46:00,96.8,85
2025-02-26 17:47:00,97.7,81
2025-02-26 17:48:00,98.0,96
2025-02-26 17:49:00,97.8,84
2025-02-26 17:50:00,97.1,89
2025-02-26 17:51:00,96.0,89
2025-02-26 17:52:00,94.7,94
2025-02-26 17:53:00,93.5,85
2025-02-26 17:54:00,92.5,85
2025-02-26 17:55:00,92.0,80
2025-02-26 17:56:00,92.1,82
2025-02-26 17:57:00,92.7,93
2025-02-26 17:58:00,93.7,88
2025-02-26 17:59:00,95.0,83
2025-02-26 18:00:00,97.9,79
2025-02-26 18:01:00,95.9,80
2025-02-26 18:02:00,98.7,85
2025-02-26 18:03:00,95.3,83
2025-02-26 18:04:00,97.7,81
2025-02-26 18:05:00,99.6,84
2025-02-26 18:06:00,95.8,88
2025-02-26 18:07:00,96.3,78
2025-02-26 18:08:00,97.1,84
2025-02-26 18:09:00,96.4,83
2025-02-26 18:10:00,95.1,112
2025-02-26 18:11:00,97.1,120
2025-02-26 18:12:00,95.7,84
2025-02-26 18:13:00,97.6,86
2025-02-26 18:14:00,95.9,86
2025-02-26 18:15:00,98.9,78
2025-02-26 18:16:00,96.1,81
2025-02-26 18:17:00,96.6,81
2025-02-26 18:18:00,98.0,84
2025-02-26 18:19:00,95.5,80
2025-02-26 18:20:00,94.0,106
2025-02-26 18:21:00,94.4,100
2025-02-26 18:22:00,94.9,101
2025-02-26 18:23:00,95.3,97
2025-02-26 18:24:00,95.8,96
2025-02-26 18:25:00,96.2,96
2025-02-26 18:26:00,96.7,92
2025-02-26 18:27:00,97.1,91
2025-02-26 18:28:00,97.6,92
2025-02-26 18:29:00,98.0,87
2025-02-26 18:30:00,97.3,84
2025-02-26 18:31:00,97.4,76
2025-02-26 18:32:00,96.2,83
2025-02-26 18:33:00,97.3,82
2025-02-26 18:34:00,97.4,81
2025-02-26 18:35:00,96.1,80
2025-02-26 18:36:00,99.2,80
2025-02-26 18:37:00,97.6,80
2025-02-26 18:38:00,95.6,84
2025-02-26 18:39:00,97.8,79
2025-02-26 18:40:00,95.8,79
2025-02-26 18:41:00,97.9,83
2025-02-26 18:42:00,98.4,85
2025-02-26 18:43:00,96.0,80
2025-02-26 18:44:00,98.2,81
2025-02-26 18:45:00,97.5,82
2025-02-26 18:46:00,98.0,75
2025-02-26 18:47:00,99.3,76
2025-02-26 18:48:00,96.7,80
2025-02-26 18:49:00,96.1,80
2025-02-26 18:50:00,95.9,84
2025-02-26 18:51:00,96.0,92
2025-02-26 18:52:00,96.9,87
2025-02-26 18:53:00,97.4,81
2025-02-26 18:54:00,97.3,84
2025-02-26 18:55:00,98.0,77
2025-02-26 18:56:00,97.0,78
2025-02-26 18:57:00,98.7,79
2025-02-26 18:58:00,96.7,80
2025-02-26 18:59:00,100.0,78
